Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Example6 Head-on Collision Avoidance/Equilibrium,17.322667590375506,17.101790618250256,17.543544562500756,0.27924355031692494,0.13063230593806666,0.367244206531199
